Code Type,Code,Facility,IP Expected Reimbursement,IP_Charge,IP_Selfpay,MAX IP XR,MAX OP XR,MIN IP XR,MIN OP XR,NDC,OP Expected Reimbursement,OP_Charge,OP_Selfpay,Payer,Plan(s),Procedure Description,Procedure,Rev Code
EAP,CPT� 19120,Main,419.44,1954,1270.1,1954,1954,0,0,,419.44,1954,1270.1,WESTERN RES H,HOSPICE OF WESTERN RESERV [52183],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,432.78,1954,1270.1,1954,1954,0,0,,432.78,1954,1270.1,VALOR HEALTH,VALOR HEALTH PLAN HMO SNP [12192],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,419.44,1954,1270.1,1954,1954,0,0,,419.44,1954,1270.1,UPMC MEDICARE,UPMC FOR LIFE PPO [12185],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,860.61,1954,1270.1,1954,1954,0,0,,860.61,1954,1270.1,UNITED HEALTH,UHC UHSS GEHA CHOICE PLUS [59175],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,0,1954,1270.1,1954,1954,0,0,,0,1954,1270.1,UNITED HEALTH,OPTUMHEALTH BH [59170],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,419.44,1954,1270.1,1954,1954,0,0,,419.44,1954,1270.1,UHC MEDICARE,UHC DUAL COMPLETE HMO POS SNP [12180],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,419.44,1954,1270.1,1954,1954,0,0,,419.44,1954,1270.1,UHC MEDICARE,MYCARE UHC MEDICARE [12125],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,177.76,1954,1270.1,1954,1954,0,0,,177.76,1954,1270.1,UHC MEDICAID,UHC COMMUNITY PLAN MEDICAID [22004],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,0,1954,1270.1,1954,1954,0,0,,0,1954,1270.1,UHC MEDICAID,MYCARE UHC MEDICAID BH [22053],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,894.44,1954,1270.1,1954,1954,0,0,,894.44,1954,1270.1,UFCW [53190],HEALTHSMART UFCW 2ND [53242],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,1367.8,1954,1270.1,1954,1954,0,0,,1367.8,1954,1270.1,SUMMACARE [52,SC MERCY CHOICE PPO [52399],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,453.41,1954,1270.1,1954,1954,0,0,,453.41,1954,1270.1,PROVIDER PART,PPHP HMO SNP [12191],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,412.18,1954,1270.1,1954,1954,0,0,,412.18,1954,1270.1,PRIMETIME [12,PRIMETIME HMO POS [12025],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,1563.2,1954,1270.1,1954,1954,0,0,,1563.2,1954,1270.1,PARAMOUNT [53,PARAMOUNT INDEMNITY [53450],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,169.68,1954,1270.1,1954,1954,0,0,,169.68,1954,1270.1,PARAMOUNT MED,PARAMOUNT ADVANTAGE MEDICAID [22037],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,648.88,1954,1270.1,1954,1954,0,0,,648.88,1954,1270.1,OSCAR [52140],OSCAR HIX [52449],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,1758.6,1954,1270.1,1954,1954,0,0,,1758.6,1954,1270.1,MULTIPLAN [52,MULTIPLAN NETWORK GENERIC [52347],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,1270.1,1954,1270.1,1954,1954,0,0,,1270.1,1954,1270.1,Self pay,<Self-pay>,Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,177.76,1954,1270.1,1954,1954,0,0,,177.76,1954,1270.1,MOLINA MEDICA,MOLINA HEALTHCARE MEDICAID OH [22005],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,1563.2,1954,1270.1,1954,1954,0,0,,1563.2,1954,1270.1,MMO [32000],MMO TRADITIONAL CARE NETWORK [32047],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,1367.8,1954,1270.1,1954,1954,0,0,,1367.8,1954,1270.1,MMO [32000],MMO NAS [32076],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,424.56,1954,1270.1,1954,1954,0,0,,424.56,1954,1270.1,MMO MEDICARE,MMO MEDADVANTAGE PPO [12156],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,412.18,1954,1270.1,1954,1954,0,0,,412.18,1954,1270.1,MMO MEDICARE,MMO MEDADVANTAGE HMO [12157],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,419.44,1954,1270.1,1954,1954,0,0,,419.44,1954,1270.1,MILITARY [730,ZZZVA CCN OPTUM [73035],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,421.15,1954,1270.1,1954,1954,0,0,,421.15,1954,1270.1,MILITARY [730,VA VETERANS HEALTH TRIWEST [73034],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,412.18,1954,1270.1,1954,1954,0,0,,412.18,1954,1270.1,MILITARY [730,VA MEDICAL CENTER [73025],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,161.6,1954,1270.1,1954,1954,0,0,,161.6,1954,1270.1,MEDICAID OOS,USVI MEDICAID OOS [23067],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,838.88,1954,1270.1,1954,1954,0,0,,838.88,1954,1270.1,UMR [52168],UMR PEIA [52501],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,1085.45,1954,1270.1,1954,1954,0,0,,1085.45,1954,1270.1,MEDICAID OH [,BUREAU FOR CHILDREN WITH [23045],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,1954,1954,1270.1,1954,1954,0,0,,1954,1954,1270.1,INTERNATIONAL,INTL EMBASSY KUWAIT DEFENSE [50097],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,412.18,1954,1270.1,1954,1954,0,0,,412.18,1954,1270.1,HUMANA [52023,ZZZHUMANA CHOICECARE POS [52432],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,412.18,1954,1270.1,1954,1954,0,0,,412.18,1954,1270.1,HUMANA MEDICA,HUMANA CLEVELAND CLINIC PREFERRED HMO,Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,880.82,1954,1270.1,1954,1954,0,0,,880.82,1954,1270.1,HEALTHAMERICA,ZZZHEALTHAMERICA INDEMNITY [52337],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,412.18,1954,1270.1,1954,1954,0,0,,412.18,1954,1270.1,HEALTHAMERICA,ZZZAETNA COVENTRY MDCR PPO [12114],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,1465.5,1954,1270.1,1954,1954,0,0,,1465.5,1954,1270.1,FIRST HEALTH,FIRST HEALTH NETWORK GENERIC [52439],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,463.27,1954,1270.1,1954,1954,0,0,,463.27,1954,1270.1,EHP PENDING [,EHP PENDING [54053],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,390.8,1954,1270.1,1954,1954,0,0,,390.8,1954,1270.1,DENTAL [95004,CIGNA DENTAL GENERIC [95286],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,725.76,1954,1270.1,1954,1954,0,0,,725.76,1954,1270.1,CIGNA [57000],CIGNA QUALCARE OAP [57134],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,802.46,1954,1270.1,1954,1954,0,0,,802.46,1954,1270.1,CIGNA [57000],CIGNA MVP HEALTH CARE [57128],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,1172.4,1954,1270.1,1954,1954,0,0,,1172.4,1954,1270.1,UPMC [52154],UPMC HMO [52469],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,781.6,1954,1270.1,1954,1954,0,0,,781.6,1954,1270.1,CARESOURCE [5,CARESOURCE HIX [53341],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,169.68,1954,1270.1,1954,1954,0,0,,169.68,1954,1270.1,CARESOURCE ME,CARESOURCE MEDICAID [22013],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,412.18,1954,1270.1,1954,1954,0,0,,412.18,1954,1270.1,CARESOURCE ME,CARESOURCE DUAL ADVANTAGE HMO SNP [122,Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,1069.65,1954,1270.1,1954,1954,0,0,,1069.65,1954,1270.1,BWC [82000],CCMSI [82119],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,432.02,1954,1270.1,1954,1954,0,0,,432.02,1954,1270.1,BUCKEYE MEDIC,MYCARE BUCKEYE MEDICAID [22042],Excis Breast Lesion,19120,
EAP,CPT� 19120,Main,169.68,1954,1270.1,1954,1954,0,0,,169.68,1954,1270.1,BUCKEYE MEDIC,BUCKEYE CHP MEDICAID [22010],Excis Breast Lesion,19120,
