Code Type,Code,Facility,IP Expected Reimbursement,IP_Charge,IP_Selfpay,MAX IP XR,MAX OP XR,MIN IP XR,MIN OP XR,NDC,OP Expected Reimbursement,OP_Charge,OP_Selfpay,Payer,Plan(s),Procedure Description,Procedure,Rev Code
EAP,CPT� 93452,Main,2600.05,9576,6224.4,8618.4,,0,,,,,,WESTERN RES H,HOSPICE OF WESTERN RESERV [52183],LEFT HRT CATH W/VENTRCLGRPHY,48100,0
EAP,CPT� 93452,Main,0,9576,6224.4,8618.4,,0,,,,,,UPMC [52154],UPMC PPO HIX [52477],LEFT HRT CATH W/VENTRCLGRPHY,48100,0
EAP,CPT� 93452,Main,,9576,6224.4,8618.4,,0,,,,,,UNITED HEALTH,VA CCN OPTUM [59176],LEFT HRT CATH W/VENTRCLGRPHY,48100,0
EAP,CPT� 93452,Main,0,9576,6224.4,8618.4,,0,,,,,,UNITED HEALTH,UHC RAILROAD [59010],LEFT HRT CATH W/VENTRCLGRPHY,48100,0
EAP,CPT� 93452,Main,7660.8,9576,6224.4,8618.4,,0,,,,,,UNITED HEALTH,UHC EMPIRE PLAN PB ONLY [59119],LEFT HRT CATH W/VENTRCLGRPHY,48100,0
EAP,CPT� 93452,Main,,9576,6224.4,8618.4,,0,,,,,,UHC MEDICARE,MYCARE UHC MEDICARE BH [12170],LEFT HRT CATH W/VENTRCLGRPHY,48100,0
EAP,CPT� 93452,Main,5745.6,9576,6224.4,8618.4,,0,,,,,,THP UPPER OHI,THP HMO [52059],LEFT HRT CATH W/VENTRCLGRPHY,48100,0
EAP,CPT� 93452,Main,7469.28,9576,6224.4,8618.4,,0,,,,,,SUMMACARE [52,ZZZSC MERCY CHOICE POS [52168],LEFT HRT CATH W/VENTRCLGRPHY,48100,0
EAP,CPT� 93452,Main,2600.05,9576,6224.4,8618.4,,0,,,,,,PRIMETIME [12,PRIMETIME HMO POS [12025],LEFT HRT CATH W/VENTRCLGRPHY,48100,0
EAP,CPT� 93452,Main,7660.8,9576,6224.4,8618.4,,0,,,,,,PARAMOUNT [52,PARAMOUNT PREFERRED PPO [52125],LEFT HRT CATH W/VENTRCLGRPHY,48100,0
EAP,CPT� 93452,Main,0,9576,6224.4,8618.4,,0,,,,,,OSCAR [52140],OPTUMHEALTH OSCAR BH [52476],LEFT HRT CATH W/VENTRCLGRPHY,48100,0
