Code Type,Code,Facility,IP Expected Reimbursement,IP_Charge,IP_Selfpay,MAX IP XR,MAX OP XR,MIN IP XR,MIN OP XR,NDC,OP Expected Reimbursement,OP_Charge,OP_Selfpay,Payer,Plan(s),Procedure Description,Procedure,Rev Code
EAP,CPT� 99284,Main,0,1704,1107.6,1533.6,,0,,,,,,UPMC [52154],UPMC PPO HIX [52477],Ed Visit Level 4,45000,0
EAP,CPT� 99284,Main,320.94,1704,1107.6,1533.6,,0,,,,,,UNIVERA HEALT,UNIVERA SENIORCHOICE [12006],Ed Visit Level 4,45000,0
EAP,CPT� 99284,Main,,1704,1107.6,1533.6,,0,,,,,,UNITED HEALTH,VA CCN OPTUM [59176],Ed Visit Level 4,45000,0
EAP,CPT� 99284,Main,0,1704,1107.6,1533.6,,0,,,,,,UNITED HEALTH,UHC RAILROAD [59010],Ed Visit Level 4,45000,0
EAP,CPT� 99284,Main,1363.2,1704,1107.6,1533.6,,0,,,,,,UNITED HEALTH,UHC EMPIRE PLAN PB ONLY [59119],Ed Visit Level 4,45000,0
EAP,CPT� 99284,Main,,1704,1107.6,1533.6,,0,,,,,,UHC MEDICARE,MYCARE UHC MEDICARE BH [12170],Ed Visit Level 4,45000,0
EAP,CPT� 99284,Main,867.34,1704,1107.6,1533.6,,0,,,,,,UMR [52168],UMR PEIA [52501],Ed Visit Level 4,45000,0
EAP,CPT� 99284,Main,1022.4,1704,1107.6,1533.6,,0,,,,,,THP UPPER OHI,THP HMO [52059],Ed Visit Level 4,45000,0
EAP,CPT� 99284,Main,0,1704,1107.6,1533.6,,0,,,,,,SHURTECH [521,SHURTECH UMR BUNDLE 1 [52415],Ed Visit Level 4,45000,0
EAP,CPT� 99284,Main,320.94,1704,1107.6,1533.6,,0,,,,,,PRIMETIME [12,PRIMETIME HMO POS [12025],Ed Visit Level 4,45000,0
EAP,CPT� 99284,Main,0,1704,1107.6,1533.6,,0,,,,,,OHIO CARPENTE,OHIO CARPENTERS SUPPLEMENT [53448,Ed Visit Level 4,45000,0
EAP,CPT� 99284,Main,1226.88,1704,1107.6,1533.6,,0,,,,,,OHIO HEALTH C,ZZZOHIO PPO CONNECT INHEALTH [523,Ed Visit Level 4,45000,0
EAP,CPT� 99284,Main,0,1704,1107.6,1533.6,,0,,,,,,OHIO PREFERRE,OHIO PREFERRED NETWORK GENERIC [5,Ed Visit Level 4,45000,0
EAP,CPT� 99284,Main,0,1704,1107.6,1533.6,,0,,,,,,NATIONAL HEAL,NATIONAL NETWORK GENERIC [52330],Ed Visit Level 4,45000,0
