Code Type,Code,Facility,IP Expected Reimbursement,IP_Charge,IP_Selfpay,MAX IP XR,MAX OP XR,MIN IP XR,MIN OP XR,NDC,OP Expected Reimbursement,OP_Charge,OP_Selfpay,Payer,Plan(s),Procedure Description,Procedure,Rev Code
EAP,CPT� 99281,Main,194.44,329,213.85,329,,0,,,,,,ANTHEM [42000,BLUE PREFERRED EPO [42023],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,ANOVAWORKS [5,ANOVAWORKS [52387],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,63.52,329,213.85,329,,0,,,,,,ANTHEM BLUE C,ANTHEM MEDIBLUE HMO [12073],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,AETNA [53277],AETNA MEDICARE SUPPLEMENT [53347],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,296.1,329,213.85,329,,0,,,,,,ANTHEM [42000,BLUE TRADITIONAL INDEMNITY [42026,Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,63.52,329,213.85,329,,0,,,,,,WESTERN RES H,HOSPICE OF WESTERN RESERV [52183],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,256.62,329,213.85,329,,0,,,,,,SUMMACARE [52,ZZZSC MERCY CHOICE POS [52168],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,197.4,329,213.85,329,,0,,,,,,THP UPPER OHI,THP HMO [52059],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,UPMC [52154],UPMC PPO HIX [52477],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,63.52,329,213.85,329,,0,,,,,,UNIVERA HEALT,UNIVERA SENIORCHOICE [12006],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,,329,213.85,329,,0,,,,,,UNITED HEALTH,VA CCN OPTUM [59176],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,167.46,329,213.85,329,,0,,,,,,UMR [52168],UMR PEIA [52501],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,,329,213.85,329,,0,,,,,,UHC MEDICARE,MYCARE UHC MEDICARE BH [12170],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,263.2,329,213.85,329,,0,,,,,,PARAMOUNT [52,PARAMOUNT PREFERRED PPO [52125],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,UNITED HEALTH,UHC RAILROAD [59010],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,SHURTECH [521,SHURTECH UMR BUNDLE 1 [52415],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,63.52,329,213.85,329,,0,,,,,,PRIMETIME [12,PRIMETIME HMO POS [12025],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,OSCAR [52140],OPTUMHEALTH OSCAR BH [52476],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,OHIO CARPENTE,OHIO CARPENTERS SUPPLEMENT [53448,Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,NATIONAL HEAL,NATIONAL NETWORK GENERIC [52330],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,296.1,329,213.85,329,,0,,,,,,MULTIPLAN [52,ZZZMUTUAL OF OMAHA PPO [52278],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,194.11,329,213.85,329,,0,,,,,,MMO [32000],MMO TRADITIONAL CARE NETWORK [320,Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,MMO [32000],MMO NAS [32076],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,329,329,213.85,329,,0,,,,,,EHP [54002],ZZZMHS CCHS AND AKRON OH STAFF [5,Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,63.52,329,213.85,329,,0,,,,,,MMO MEDICARE,MMO MEDADVANTAGE HMO [12157],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,63.52,329,213.85,329,,0,,,,,,MEDICARE [130,MEDICARE A [13000],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,272.41,329,213.85,329,,0,,,,,,INTERNATIONAL,INTL AETNA [50035],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,INTERPLAN HEA,ZZZINTERPLAN HEALTH GROUP [52414],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,175.36,329,213.85,329,,0,,,,,,MMO [32000],MMO HMO HEALTH OHIO [32007],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,246.75,329,213.85,329,,0,,,,,,HUMANA [52023,ZZZHUMANA CARE PLAN [52064],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,63.52,329,213.85,329,,0,,,,,,HUMANA MEDICA,HUMANA GOLD PLUS [12027],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,246.75,329,213.85,329,,0,,,,,,HEALTHSMART P,HEALTHSMART PREFERRED [52050],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,FIRST HEALTH,FIRST HEALTH NETWORK GENERIC [524,Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,63.52,329,213.85,329,,0,,,,,,COVID19 HRSA,COVID19 HRSA UNINSURED TESTING AN,Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,65.42,329,213.85,329,,0,,,,,,MMO MEDICARE,MMO MEDADVANTAGE PPO [12156],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,263.2,329,213.85,329,,0,,,,,,UNITED HEALTH,UHC EMPIRE PLAN PB ONLY [59119],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,263.2,329,213.85,329,,0,,,,,,COVENTRY HEAL,ZZZCOVENTRY TRANSPLANT [52336],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,289.52,329,213.85,329,,0,,,,,,CIGNA [57000],CIGNA HEALTHPARTNERS [57000],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,INTERNATIONAL,INTL GLOBAL EXCEL MGMT [50005],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,263.2,329,213.85,329,,0,,,,,,MMO [32000],MMO TRADITIONAL [32037],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,CHESTERFIELD,CHESTERFIELD RESOURCES [53256],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,CARESOURCE [5,CARESOURCE HIX [53341],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,MEDICAID OH [,BUREAU FOR CHILDREN WITH [23045],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,93.01,329,213.85,329,,0,,,,,,BWC [82000],ZZZWV WORKERS COMPENSATION [82000,Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,OHIO PREFERRE,OHIO PREFERRED NETWORK GENERIC [5,Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,CIGNA [57000],ZZZCIGNA BH [57021],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,0,329,213.85,329,,0,,,,,,MTC MEDICAL [,MTC MEDICAL [52119],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,236.88,329,213.85,329,,0,,,,,,OHIO HEALTH C,ZZZOHIO PPO CONNECT INHEALTH [523,Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,223.72,329,213.85,329,,0,,,,,,AULTCARE [520,ZZZAULTCARE [52003],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,223.72,329,213.85,329,,0,,,,,,AULTCARE [520,AULTCARE HIX [52359],Ed Visit Level 1,45000,0
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,0,329,213.85,ANOVAWORKS [5,ANOVAWORKS [52387],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,329,329,213.85,AETNA [58000],ZZZAETNA EPO BH [58016],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,63.52,329,213.85,AETNA MEDICAR,AETNA MEDICARE PPO [12046],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,329,329,213.85,ANTHEM [42000,BLUE PREFERRED EPO [42023],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,296.1,329,213.85,ANTHEM [42000,BLUE TRADITIONAL INDEMNITY [42026,Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,63.52,329,213.85,ANTHEM BLUE C,ANTHEM MEDIBLUE HMO [12073],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,256.62,329,213.85,SUMMACARE [52,ZZZSC MERCY CHOICE POS [52168],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,63.52,329,213.85,WESTERN RES H,HOSPICE OF WESTERN RESERV [52183],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,66.69,329,213.85,VALOR HEALTH,VALOR HEALTH PLAN HMO SNP [12192],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,197.4,329,213.85,UPMC [52154],UPMC PPO HIX [52477],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,197.4,329,213.85,THP UPPER OHI,THP HMO [52059],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,,329,213.85,UNITED HEALTH,VA CCN OPTUM [59176],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,329,329,213.85,UMR [52168],UMR PEIA [52501],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,,329,213.85,UHC MEDICARE,MYCARE UHC MEDICARE BH [12170],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,,329,213.85,UHC MEDICAID,UHC COMMUNITY PLAN MEDICAID BH [2,Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,329,329,213.85,SHURTECH [521,SHURTECH UMR BUNDLE 1 [52415],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,63.52,329,213.85,PRIMETIME [12,PRIMETIME HMO POS [12025],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,,329,213.85,PINK RIBBON [,ZZZPINK RIBBON WOOSTER [22000],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,63.52,329,213.85,UPMC MEDICARE,UPMC FOR LIFE HMO [12183],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,263.2,329,213.85,UNITED HEALTH,UHC EMPIRE PLAN PB ONLY [59119],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,,329,213.85,PARAMOUNT MED,PARAMOUNT ADVANTAGE MEDICAID [220,Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,329,329,213.85,OSCAR [52140],OSCAR HIX [52449],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,0,329,213.85,OSCAR [52140],OPTUMHEALTH OSCAR BH [52476],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,269.78,329,213.85,OHIO PREFERRE,OHIO PREFERRED NETWORK GENERIC [5,Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,63.52,329,213.85,PROVIDER PART,PPHP HMO SNP [12191],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,236.88,329,213.85,OHIO HEALTH C,ZZZOHIO PPO CONNECT INHEALTH [523,Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,246.75,329,213.85,OHIO CARPENTE,OHIO CARPENTERS SUPPLEMENT [53448,Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,63.52,329,213.85,UNIVERA HEALT,UNIVERA SENIORCHOICE [12006],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,236.88,329,213.85,NATIONAL HEAL,NATIONAL NETWORK GENERIC [52330],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,296.1,329,213.85,MULTIPLAN [52,ZZZMUTUAL OF OMAHA PPO [52278],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,197.4,329,213.85,MTC MEDICAL [,MTC MEDICAL [52119],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,64.69,329,213.85,MILITARY [730,CHAMPVA CENTER [73000],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,63.52,329,213.85,MMO MEDICARE,MMO MEDADVANTAGE HMO [12157],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,329,329,213.85,UNITED HEALTH,UHC RAILROAD [59010],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,63.52,329,213.85,MILITARY [730,VA MEDICAL CENTER FL [73024],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,63.52,329,213.85,MEDICARE [130,MEDICARE A [13000],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,329,329,213.85,INTERNATIONAL,INTL AETNA [50035],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,230.3,329,213.85,MMO [32000],MMO NAS [32076],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,329,329,213.85,MMO [32000],MMO HMO HEALTH OHIO [32007],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,246.75,329,213.85,HUMANA [52023,ZZZHUMANA CARE PLAN [52064],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,65.42,329,213.85,MMO MEDICARE,MMO MEDADVANTAGE PPO [12156],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,63.52,329,213.85,HUMANA MEDICA,HUMANA GOLD PLUS [12027],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,246.75,329,213.85,HEALTHSMART P,HEALTHSMART PREFERRED [52050],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,62.42,329,213.85,HEALTHAMERICA,ZZZAETNA COVENTRY MDCR HMO [12113,Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,263.2,329,213.85,INTERPLAN HEA,ZZZINTERPLAN HEALTH GROUP [52414],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,246.75,329,213.85,FIRST HEALTH,FIRST HEALTH NETWORK GENERIC [524,Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,329,329,213.85,EHP [54002],ZZZMHS CCHS AND AKRON OH STAFF [5,Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,63.52,329,213.85,COVID19 HRSA,COVID19 HRSA UNINSURED TESTING AN,Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
EAP,CPT� 99281,Main,,329,213.85,,329,,0,,263.2,329,213.85,COVENTRY HEAL,ZZZCOVENTRY TRANSPLANT [52336],Ed Visit Level 1,45000080,"0450 - EMERGENCY ROOM, GENERAL"
