Code Type,Code,Facility,IP Expected Reimbursement,IP_Charge,IP_Selfpay,MAX IP XR,MAX OP XR,MIN IP XR,MIN OP XR,NDC,OP Expected Reimbursement,OP_Charge,OP_Selfpay,Payer,Plan(s),Procedure Description,Procedure,Rev Code
EAP,CPT� 99291,Main,608.2,3876,2519.4,3488.4,,0,,,,,,WESTERN RES H,HOSPICE OF WESTERN RESERV [52183],Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,0,3876,2519.4,3488.4,,0,,,,,,UPMC [52154],UPMC PPO HIX [52477],Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,0,3876,2519.4,3488.4,,0,,,,,,UNITED HEALTH,UHC RAILROAD [59010],Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,3100.8,3876,2519.4,3488.4,,0,,,,,,UNITED HEALTH,UHC EMPIRE PLAN PB ONLY [59119],Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,1972.88,3876,2519.4,3488.4,,0,,,,,,UMR [52168],UMR PEIA [52501],Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,,3876,2519.4,3488.4,,0,,,,,,UHC MEDICARE,MYCARE UHC MEDICARE BH [12170],Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,2325.6,3876,2519.4,3488.4,,0,,,,,,THP UPPER OHI,THP HMO [52059],Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,3023.28,3876,2519.4,3488.4,,0,,,,,,SUMMACARE [52,ZZZSC MERCY CHOICE POS [52168],Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,0,3876,2519.4,3488.4,,0,,,,,,SHURTECH [521,SHURTECH UMR BUNDLE 1 [52415],Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,608.2,3876,2519.4,3488.4,,0,,,,,,PRIMETIME [12,PRIMETIME HMO POS [12025],Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,3100.8,3876,2519.4,3488.4,,0,,,,,,PARAMOUNT [52,PARAMOUNT PREFERRED PPO [52125],Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,0,3876,2519.4,3488.4,,0,,,,,,OSCAR [52140],OPTUMHEALTH OSCAR BH [52476],Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,0,3876,2519.4,3488.4,,0,,,,,,OHIO PREFERRE,OHIO PREFERRED NETWORK GENERIC [5,Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,0,3876,2519.4,3488.4,,0,,,,,,OHIO CARPENTE,OHIO CARPENTERS SUPPLEMENT [53448,Critical Care 30-74min,45000,0
EAP,CPT� 99291,Main,0,3876,2519.4,3488.4,,0,,,,,,NATIONAL HEAL,NATIONAL NETWORK GENERIC [52330],Critical Care 30-74min,45000,0
