Code Type,Code,Facility,IP Expected Reimbursement,IP_Charge,IP_Selfpay,MAX IP XR,MAX OP XR,MIN IP XR,MIN OP XR,NDC,OP Expected Reimbursement,OP_Charge,OP_Selfpay,Payer,Plan(s),Procedure Description,Procedure,Rev Code
EAP,CPT� 99283,Main,203.76,1050,682.5,945,,0,,,,,,WESTERN RES H,HOSPICE OF WESTERN RESERV [52183],Ed Visit Level 3,45000,0
EAP,CPT� 99283,Main,0,1050,682.5,945,,0,,,,,,UPMC [52154],UPMC PPO HIX [52477],Ed Visit Level 3,45000,0
EAP,CPT� 99283,Main,203.76,1050,682.5,945,,0,,,,,,UNIVERA HEALT,UNIVERA SENIORCHOICE [12006],Ed Visit Level 3,45000,0
EAP,CPT� 99283,Main,0,1050,682.5,945,,0,,,,,,UNITED HEALTH,UHC RAILROAD [59010],Ed Visit Level 3,45000,0
EAP,CPT� 99283,Main,840,1050,682.5,945,,0,,,,,,UNITED HEALTH,UHC EMPIRE PLAN PB ONLY [59119],Ed Visit Level 3,45000,0
EAP,CPT� 99283,Main,534.45,1050,682.5,945,,0,,,,,,UMR [52168],UMR PEIA [52501],Ed Visit Level 3,45000,0
EAP,CPT� 99283,Main,,1050,682.5,945,,0,,,,,,UHC MEDICARE,MYCARE UHC MEDICARE BH [12170],Ed Visit Level 3,45000,0
EAP,CPT� 99283,Main,630,1050,682.5,945,,0,,,,,,THP UPPER OHI,THP HMO [52059],Ed Visit Level 3,45000,0
EAP,CPT� 99283,Main,819,1050,682.5,945,,0,,,,,,SUMMACARE [52,ZZZSC MERCY CHOICE POS [52168],Ed Visit Level 3,45000,0
EAP,CPT� 99283,Main,0,1050,682.5,945,,0,,,,,,SHURTECH [521,SHURTECH UMR BUNDLE 1 [52415],Ed Visit Level 3,45000,0
EAP,CPT� 99283,Main,203.76,1050,682.5,945,,0,,,,,,PRIMETIME [12,PRIMETIME HMO POS [12025],Ed Visit Level 3,45000,0
EAP,CPT� 99283,Main,840,1050,682.5,945,,0,,,,,,PARAMOUNT [52,PARAMOUNT PREFERRED PPO [52125],Ed Visit Level 3,45000,0
EAP,CPT� 99283,Main,0,1050,682.5,945,,0,,,,,,OSCAR [52140],OPTUMHEALTH OSCAR BH [52476],Ed Visit Level 3,45000,0
