Code Type,Code,Facility,IP Expected Reimbursement,IP_Charge,IP_Selfpay,MAX IP XR,MAX OP XR,MIN IP XR,MIN OP XR,NDC,OP Expected Reimbursement,OP_Charge,OP_Selfpay,Payer,Plan(s),Procedure Description,Procedure,Rev Code
EAP,CPT� 99292,Main,,1974,1283.1,1776.6,,0,,,,,,WESTERN RES H,HOSPICE OF WESTERN RESERV [52183],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,0,1974,1283.1,1776.6,,0,,,,,,UPMC [52154],UPMC PPO HIX [52477],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,,1974,1283.1,1776.6,,0,,,,,,UNIVERA HEALT,UNIVERA SENIORCHOICE [12006],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,,1974,1283.1,1776.6,,0,,,,,,UNITED HEALTH,VA CCN OPTUM [59176],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,1579.2,1974,1283.1,1776.6,,0,,,,,,UNITED HEALTH,UHC EMPIRE PLAN PB ONLY [59119],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,1004.77,1974,1283.1,1776.6,,0,,,,,,UMR [52168],UMR PEIA [52501],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,1539.72,1974,1283.1,1776.6,,0,,,,,,SUMMACARE [52,ZZZSC MERCY CHOICE POS [52168],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,0,1974,1283.1,1776.6,,0,,,,,,SHURTECH [521,SHURTECH UMR BUNDLE 1 [52415],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,,1974,1283.1,1776.6,,0,,,,,,PRIMETIME [12,PRIMETIME HMO POS [12025],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,1184.4,1974,1283.1,1776.6,,0,,,,,,THP UPPER OHI,THP HMO [52059],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,1579.2,1974,1283.1,1776.6,,0,,,,,,PARAMOUNT [52,PARAMOUNT PREFERRED PPO [52125],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,0,1974,1283.1,1776.6,,0,,,,,,OSCAR [52140],OPTUMHEALTH OSCAR BH [52476],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,1421.28,1974,1283.1,1776.6,,0,,,,,,OHIO HEALTH C,ZZZOHIO PPO CONNECT INHEALTH [523,Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,0,1974,1283.1,1776.6,,0,,,,,,OHIO CARPENTE,OHIO CARPENTERS SUPPLEMENT [53448,Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,0,1974,1283.1,1776.6,,0,,,,,,NATIONAL HEAL,NATIONAL NETWORK GENERIC [52330],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,1776.6,1974,1283.1,1776.6,,0,,,,,,MULTIPLAN [52,ZZZMUTUAL OF OMAHA PPO [52278],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,0,1974,1283.1,1776.6,,0,,,,,,MTC MEDICAL [,MTC MEDICAL [52119],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,1579.2,1974,1283.1,1776.6,,0,,,,,,MMO [32000],MMO TRADITIONAL [32037],Critical Care Add 30min,45000,0
EAP,CPT� 99292,Main,1164.66,1974,1283.1,1776.6,,0,,,,,,MMO [32000],MMO TRADITIONAL CARE NETWORK [320,Critical Care Add 30min,45000,0
