Code Type,Code,Facility,IP Expected Reimbursement,IP_Charge,IP_Selfpay,MAX IP XR,MAX OP XR,MIN IP XR,MIN OP XR,NDC,OP Expected Reimbursement,OP_Charge,OP_Selfpay,Payer,Plan(s),Procedure Description,Procedure,Rev Code
EAP,CPT� 99282,Main,0,597,388.05,537.3,,0,,,,,,UPMC [52154],UPMC PPO HIX [52477],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,116.74,597,388.05,537.3,,0,,,,,,UNIVERA HEALT,UNIVERA SENIORCHOICE [12006],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,,597,388.05,537.3,,0,,,,,,UNITED HEALTH,VA CCN OPTUM [59176],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,303.87,597,388.05,537.3,,0,,,,,,UMR [52168],UMR PEIA [52501],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,0,597,388.05,537.3,,0,,,,,,SHURTECH [521,SHURTECH UMR BUNDLE 1 [52415],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,465.66,597,388.05,537.3,,0,,,,,,SUMMACARE [52,ZZZSC MERCY CHOICE POS [52168],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,477.6,597,388.05,537.3,,0,,,,,,UNITED HEALTH,UHC EMPIRE PLAN PB ONLY [59119],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,116.74,597,388.05,537.3,,0,,,,,,PRIMETIME [12,PRIMETIME HMO POS [12025],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,537.3,597,388.05,537.3,,0,,,,,,MULTIPLAN [52,ZZZMUTUAL OF OMAHA PPO [52278],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,0,597,388.05,537.3,,0,,,,,,NATIONAL HEAL,NATIONAL NETWORK GENERIC [52330],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,0,597,388.05,537.3,,0,,,,,,OSCAR [52140],OPTUMHEALTH OSCAR BH [52476],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,429.84,597,388.05,537.3,,0,,,,,,OHIO HEALTH C,ZZZOHIO PPO CONNECT INHEALTH [523,Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,0,597,388.05,537.3,,0,,,,,,OHIO CARPENTE,OHIO CARPENTERS SUPPLEMENT [53448,Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,477.6,597,388.05,537.3,,0,,,,,,PARAMOUNT [52,PARAMOUNT PREFERRED PPO [52125],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,0,597,388.05,537.3,,0,,,,,,MTC MEDICAL [,MTC MEDICAL [52119],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,477.6,597,388.05,537.3,,0,,,,,,MMO [32000],MMO TRADITIONAL [32037],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,352.23,597,388.05,537.3,,0,,,,,,MMO [32000],MMO TRADITIONAL CARE NETWORK [320,Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,0,597,388.05,537.3,,0,,,,,,MMO [32000],MMO NAS [32076],Ed Visit Level 2,45000,0
EAP,CPT� 99282,Main,318.2,597,388.05,537.3,,0,,,,,,MMO [32000],MMO HMO HEALTH OHIO [32007],Ed Visit Level 2,45000,0
